entity_id,name,category_raw,address_clean,postcode_digits,county,city_market,lat,lon,website,phones,emails,maps_url,open_status_norm,working_hours,facebook,instagram,whatsapp,youtube,tiktok,linkedin,twitter
LDI1-RO-DE-NV8G-VGBZ-82,CABINET STOMATOLOGIE Dr. ECATERINA POSEDARU,Stomatolog,"Strada Bogdan Petriceicu Hasdeu, nr. 104, bloc H5, scara B Intrarea parter, Constanta",900394,Constanta,Constanța,44.1957039,28.6296398,,+40734746501,,"https://www.google.com/maps/place/CABINET+STOMATOLOGIE+Dr.+ECATERINA+POSEDARU/@44.1957039,28.6296398,17z/data=!3m1!4b1!4m6!3m5!1s0x40baf003f275f987:0x5ce05df0bc0845cf!8m2!3d44.1957039!4d28.6296398!16s%2Fg%2F11g6bm9h2t?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",open,miercuri: 10–19; joi: 10–19; vineri: 10–19; sâmbătă: Închis; duminică: Închis; luni: 10–19; marți: 10–19,,,,,,,
LDI1-RO-DE-1ZN5-6W1H-12,PedoDent,Stomatolog,"Bulevardul Ferdinand 94, Constanta",900709,Constanta,Constanța,44.1724967,28.6393515,https://pedodent.ro/,+40734390053,,https://www.google.com/maps/place/PedoDent/data=!4m7!3m6!1s0x40bafab18a4b4d6b:0x8ede20de0019b9d6!8m2!3d44.1724967!4d28.6393515!16s%2Fg%2F11h1k872n!19sChIJa01LirH6ukAR1rkZAN4g3o4?authuser=0&hl=ro&rclk=1,open,miercuri: 14–19; joi: 09–14; vineri: 09–14; sâmbătă: Închis; duminică: Închis; luni: 14–19; marți: 14–19,,,,,,,
LDI1-RO-DE-1A7D-K0N9-79,CABINET STOMATOLOGIC DR. ANDREEA MADALINA DRAGOTA,Dentist pediatru,"B-dul Tomis 314. Bloc, Constanta",900412,Constanta,Constanța,44.200069,28.627926,,+40721622001,,https://www.google.com/maps/place/CABINET+STOMATOLOGIC+DR.+ANDREEA+MADALINA+DRAGOTA/data=!4m7!3m6!1s0x40baf16a3e6631e9:0x42fadabd65a87663!8m2!3d44.200069!4d28.627926!16s%2Fg%2F11smhf1qfl!19sChIJ6TFmPmrxukARY3aoZb3a-kI?authuser=0&hl=ro&rclk=1,open,miercuri: 08–17; joi: 08–17; vineri: 08–17; sâmbătă: Închis; duminică: Închis; luni: 08–17; marți: 08–17,,,,,,,
LDI1-RO-DE-172Y-9VCM-28,DY DENT,Clinică de stomatologie,"Strada Dezrobirii 131, Constanta",900295,Constanta,Constanța,44.178947,28.6166108,https://www.dydent.ro/,+40241624948,,https://www.google.com/maps/place/DY+DENT/data=!4m7!3m6!1s0x40bae55c1ae8fb71:0x7d7d7950acc6c4e5!8m2!3d44.178947!4d28.6166108!16s%2Fg%2F1hc1l7w_6!19sChIJcfvoGlzlukAR5cTGrFB5fX0?authuser=0&hl=ro&rclk=1,open,miercuri: 08–22; joi: 08–22; vineri: 08–22; sâmbătă: 08–14; duminică: Închis; luni: 08–22; marți: 08–22,,,,,,,
LDI1-RO-DE-VQS6-SDB8-40,cabinet stomatologic - 4 DENT,Stomatolog,"Str. Soveja 96 bl 70, Constanta",900402,Constanta,Constanța,44.1948945,28.6236666,https://4dent.ro/,+40341447724,office@4dent.ro,https://www.google.com/maps/place/cabinet+stomatologic+-+4+DENT/data=!4m7!3m6!1s0x40bafaaa9c33e861:0xc45941d0c6f2c3aa!8m2!3d44.1948945!4d28.6236666!16s%2Fg%2F1hc3pvzr2!19sChIJYegznKr6ukARqsPyxtBBWcQ?authuser=0&hl=ro&rclk=1,open,miercuri: 09–19; joi: 09–19; vineri: 09–19; sâmbătă: Închis; duminică: Închis; luni: 09–19; marți: 09–19,https://www.facebook.com/4dent.ro,,,,,,
LDI1-RO-DE-J982-9B76-49,Dr. Gafar Filiz ( Omer ),Stomatolog,"Bloc L1, Bulevardul Alexandru Lăpușneanu 106, Constanta",900704,Constanta,Constanța,44.1971649,28.6326819,,+40723323294,,https://www.google.com/maps/place/Dr.+Gafar+Filiz+%28+Omer+%29/data=!4m7!3m6!1s0x40bafaa9175eccdf:0xaf6445cafb0e5772!8m2!3d44.1971649!4d28.6326819!16s%2Fg%2F1tycv493!19sChIJ38xeF6n6ukARclcO-8pFZK8?authuser=0&hl=ro&rclk=1,open,miercuri: 08–20; joi: 08–20; vineri: 08–20; sâmbătă: Închis; duminică: Închis; luni: 08–20; marți: 08–20,,,,,,,
LDI1-RO-DE-M4PP-GVE5-88,Dr. Bartok Dental Studio,Clinică de stomatologie,"Strada Fulgerului 41, Constanta",900371,Constanta,Constanța,44.1807466,28.6263073,https://www.drbartok.ro/,+40747764537,office@drbartok.ro,"https://www.google.com/maps/place/Dr.+Bartok+Dental+Studio/@44.1807466,28.6263073,17z/data=!3m1!4b1!4m6!3m5!1s0x40bae53a0d3d1051:0xe49bd31b696a7cc!8m2!3d44.1807466!4d28.6263073!16s%2Fg%2F11fz9jy387?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 13–20; joi: 13–20; vineri: 10–15; sâmbătă: Închis; duminică: Închis; luni: 13–20; marți: 10–15,,,,,,,
LDI1-RO-DE-1QKQ-TN48-11,Dr. Flavia Strat & colaboratorii,Clinică de stomatologie,"Sens giratoriu, bloc 59A, Str. Soveja 55A, Constanta",900402,Constanta,Constanța,44.1963218,28.6242523,https://www.dentist-constanta.info/,+40726930960,,https://www.google.com/maps/place/Dr.+Flavia+Strat+%26+colaboratorii/data=!4m7!3m6!1s0x40baf000bf8cabf9:0x3ad6aadfe2e2c148!8m2!3d44.1963218!4d28.6242523!16s%2Fg%2F1tkml13r!19sChIJ-auMvwDwukARSMHi4t-q1jo?authuser=0&hl=ro&rclk=1,open,miercuri: 08–21; joi: 08–21; vineri: 08–21; sâmbătă: 08–15; duminică: Închis; luni: 08–21; marți: 08–21,,,,,,,
LDI1-RO-DE-1MN7-0DRG-19,Stomatologie Top Smile - Constanta,Clinică de stomatologie,"bl.LE42, Bulevardul Alexandru Lăpușneanu 94, Constanta",900605,Constanta,Constanța,44.1914887,28.6335485,,+40762731700,,https://www.google.com/maps/place/Stomatologie+Top+Smile+-+Constanta/data=!4m7!3m6!1s0x40bafbcfe2af8539:0x6425d592f180c834!8m2!3d44.1914887!4d28.6335485!16s%2Fg%2F11lkfxw6l8!19sChIJOYWv4s_7ukARNMiA8ZLVJWQ?authuser=0&hl=ru&rclk=1,open,miercuri: 10–19; joi: 10–19; vineri: 10–19; sâmbătă: Închis; duminică: Închis; luni: 10–19; marți: 10–19,,,,,,,
LDI1-RO-DE-HZV9-J76T-14,Dental Republic by Dr. Teh. Bobesi Cosmin,Stomatolog,"Strada Theodor D. Speranția 76, Constanta",900007,Constanta,Constanța,44.1415974,28.6190387,,+40729796956,,"https://www.google.com/maps/place/Dental+Republic+by+Dr.+Teh.+Bobesi+Cosmin/@44.1415974,28.6190387,17z/data=!3m1!4b1!4m6!3m5!1s0x40bae520d349fd1d:0x425529900d8df34c!8m2!3d44.1415974!4d28.6190387!16s%2Fg%2F11fmm07xhk?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 09–19; joi: 09–19; vineri: 09–19; sâmbătă: Închis; duminică: Închis; luni: 09–19; marți: 09–19,,,,,,,
LDI1-RO-DE-PW86-GCXV-55,ProSmile,Clinică de stomatologie,"Strada Ștefan cel Mare 112, Constanta",900705,Constanta,Constanța,44.1736177,28.6394701,https://www.pro-smile.ro/,+40723521211,contact@pro-smile.ro,https://www.google.com/maps/place/ProSmile/data=!4m7!3m6!1s0x40bae5480839024b:0xa99f0839e3904b3a!8m2!3d44.1736177!4d28.6394701!16s%2Fg%2F11cm0bgvnh!19sChIJSwI5CEjlukAROkuQ4zkIn6k?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,https://www.facebook.com/ProSmileConstanta,https://www.instagram.com/prosmile.ro,https://wa.me/40723521211?text=,,,,
LDI1-RO-DE-4WFW-K0MZ-54,Sammarina Dent,Clinică de stomatologie,"Bulevardul Mamaia 77, Constanta",900178,Constanta,Constanța,44.185955,28.64688,https://sammarinadent.ro/,+40772010914,sammarinadent@gmail.com,https://www.google.com/maps/place/Sammarina+Dent/data=!4m7!3m6!1s0x40bae5d2349ca563:0xcaa968b9d8c4b565!8m2!3d44.185955!4d28.64688!16s%2Fg%2F11lf28q2qq!19sChIJY6WcNNLlukARZbXE2Lloqco?authuser=0&hl=ro&rclk=1,open,miercuri: 09–19; joi: 09–19; vineri: 09–19; sâmbătă: Închis; duminică: Închis; luni: 09–19; marți: 09–19,,https://www.instagram.com/sammarinadent,,,https://www.tiktok.com/@sammarinadent,,
LDI1-RO-DE-1Q4C-3SMG-90,Royal Dent-Dr Lucaci Amalia Cristina,Clinică de stomatologie,"Strada Luptători 18, Constanta",900178,Constanta,Constanța,44.173858,28.6156113,,+40724408166,,"https://www.google.com/maps/place/Royal+Dent-Dr+Lucaci+Amalia+Cristina/@44.173858,28.6156113,17z/data=!3m1!4b1!4m6!3m5!1s0x40bae567ec449c31:0x7d3f7216a46fcd68!8m2!3d44.173858!4d28.6156113!16s%2Fg%2F11flzgw99r?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D",open,miercuri: 08–20; joi: 08–20; vineri: 08–20; sâmbătă: 08–15; duminică: Închis; luni: 08–20; marți: 08–20,,,,,,,
LDI1-RO-DE-155W-GYKK-48,RÃDOI BENIAMIN - SAN DENTAL CABINET STOMATOLOGIC,Clinică de stomatologie,"Bulevardul 1 Decembrie 1918 41, Constanta",900168,Constanta,Constanța,44.1795375,28.6354797,https://sandental.ro/,+40241631020,office@sandental.ro,https://www.google.com/maps/place/R%C3%83DOI+BENIAMIN+-+SAN+DENTAL+CABINET+STOMATOLOGIC/data=!4m7!3m6!1s0x40bae5462b446689:0x54c8bfdda3d64beb!8m2!3d44.1795375!4d28.6354797!16s%2Fg%2F1hc1wwtkp!19sChIJiWZEK0blukAR60vWo92_yFQ?authuser=0&hl=ro&rclk=1,open,miercuri: 08–20; joi: 08–20; vineri: 08–16; sâmbătă: Închis; duminică: Închis; luni: 08–20; marți: 08–20,,,,,,,
LDI1-RO-DE-N57R-5CMC-09,Super Dent’92,Clinică de stomatologie,"Strada Decebal 64, Constanta",900691,Constanta,Constanța,44.1802461,28.643584,https://super-dent.ro/,+40737182934,info@super-dent.ro,https://www.google.com/maps/place/Super+Dent%E2%80%9992/data=!4m7!3m6!1s0x40bae535d30d9d5b:0x2d89d0d5c8cf7721!8m2!3d44.1802461!4d28.643584!16s%2Fg%2F1tksg8_q!19sChIJW50N0zXlukARIXfPyNXQiS0?authuser=0&hl=ro&rclk=1,open,miercuri: 10–18; joi: 10–18; vineri: 10–18; sâmbătă: 10–16; duminică: Închis; luni: 10–18; marți: 10–18,,https://www.instagram.com/superdent92,,,,,
LDI1-RO-DE-14K4-YVR4-81,Dr. Florentina Radu - Stomatologie copii,Dentist pediatru,"Bulevardul Ferdinand, Constanta",000000,Constanta,Constanța,44.1725211,28.6391426,https://www.pedodent.ro/,+40734390053,office@pedodent.ro,https://www.google.com/maps/place/Dr.+Florentina+Radu+-+Stomatologie+copii/data=!4m7!3m6!1s0x40bafab189408f6b:0x232bfb321266953!8m2!3d44.1725211!4d28.6391426!16s%2Fg%2F1hc0sg27d!19sChIJa49AibH6ukARU2kmIbO_MgI?authuser=0&hl=ro&rclk=1,open,miercuri: 14–19; joi: 09–14; vineri: 09–14; sâmbătă: Închis; duminică: Închis; luni: 14–19; marți: 14–19,https://www.facebook.com/pedodentconstanta,https://www.instagram.com/pedodent_constanta,,,,,
LDI1-RO-DE-YDY5-Y248-52,Dr. Raducanu Madalina - medic specialist ortodont Constanta,Ortodontist,"Addent, Strada Crișanei 78B, Constanta",900627,Constanta,Constanța,44.1918749,28.6426312,,+40762266811,,https://www.google.com/maps/place/Dr.+Raducanu+Madalina+-+medic+specialist+ortodont+Constanta/data=!4m7!3m6!1s0x40bafb8f39ac8655:0xa7eef26c4a49c635!8m2!3d44.1918749!4d28.6426312!16s%2Fg%2F11wfvk47x7!19sChIJVYasOY_7ukARNcZJSmzy7qc?authuser=0&hl=ro&rclk=1,open,miercuri: 08–17; joi: 08–17; vineri: 08–17; sâmbătă: Închis; duminică: Închis; luni: 12–20; marți: 12–20,,,,,,,
LDI1-RO-DE-1Q43-2N6C-66,Addent Constanta,Clinică de stomatologie,"Strada Crișanei 78B, Constanța",900627,Constanta,Constanța,44.1918488,28.6427073,,+40746131319,,https://www.google.com/maps/place/Addent+Constanta/data=!4m7!3m6!1s0x40bafaacd8f39321:0xc77b09d6d73820e1!8m2!3d44.1918488!4d28.6427073!16s%2Fg%2F11hyt18d6y!19sChIJIZPz2Kz6ukAR4SA419YJe8c?authuser=0&hl=ro&rclk=1,open,miercuri: 09–17; joi: 09–17; vineri: 09–17; sâmbătă: Închis; duminică: Închis; luni: 12–20; marți: 12–20,,,,,,,
LDI1-RO-DE-1BD4-ER2W-90,Clinica stomatologica Saftoiu,Clinică de stomatologie,"Șoseaua Constanței C3, Mangalia",905500,Constanta,Mangalia,43.8142658,28.5821251,,+40737917173,,https://www.google.com/maps/place/Clinica+stomatologica+Saftoiu/data=!4m7!3m6!1s0x40bb2950a4a3fd77:0x3e2ec3a6181a4f85!8m2!3d43.8142658!4d28.5821251!16s%2Fg%2F11f0kzv3ph!19sChIJd_2jpFApu0ARhU8aGKbDLj4?authuser=0&hl=ro&rclk=1,open,miercuri: 09:30–17:30; joi: 11–19; vineri: 09:30–17:30; sâmbătă: Închis; duminică: Închis; luni: 09:30–17:30; marți: 11–19,,,,,,,
LDI1-RO-DE-42C4-7X01-02,VICORDENT 2000 S.R.L.,Clinică de stomatologie,"Strada Ștefan cel Mare 24, Mangalia",905500,Constanta,Mangalia,43.8087537,28.5802052,,+40787697580,,https://www.google.com/maps/place/VICORDENT+2000+S.R.L./data=!4m7!3m6!1s0x40bb29572b675363:0x9779eccc994ae4d5!8m2!3d43.8087537!4d28.5802052!16s%2Fg%2F1tjrngxy!19sChIJY1NnK1cpu0AR1eRKmczseZc?authuser=0&hl=ro&rclk=1,open,miercuri: 09–19; joi: 09–19; vineri: 09–19; sâmbătă: Închis; duminică: Închis; luni: 09–19; marți: 09–19,,,,,,,
LDI1-RO-DE-DTMV-EDYC-66,Sc.Dr.Rizon S.R.L,Stomatolog,"Policlinica, Strada Mircea cel Bătrân 3, Mangalia",905500,Constanta,Mangalia,43.8088909,28.5822833,,+40768863360,,"https://www.google.com/maps/place/Sc.Dr.Rizon+S.R.L/@43.8088909,28.5822833,17z/data=!3m1!4b1!4m6!3m5!1s0x40bb2950bdedcf77:0x7ecd9e752f0735ca!8m2!3d43.8088909!4d28.5822833!16s%2Fg%2F1hm1yzh5q?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 14–19; joi: 09–14; vineri: 09–14; sâmbătă: Închis; duminică: Închis; luni: 14–19; marți: 09–14,,,,,,,
LDI1-RO-DE-1QYA-AMAJ-58,CMI dr.Avram Loredana,Clinică de stomatologie,"Str.I.C.Bratianu, nr.10, bl.M10, ap.3, loc, Mangalia",905500,Constanta,Mangalia,43.8095528,28.5817055,,+40722193425,,https://www.google.com/maps/place/CMI+dr.Avram+Loredana/data=!4m7!3m6!1s0x40bb29ea86aa1aef:0x71857f89a3684875!8m2!3d43.8095528!4d28.5817055!16s%2Fg%2F11hy_tmn0g!19sChIJ7xqqhuopu0ARdUhoo4l_hXE?authuser=0&hl=ro&rclk=1,open,miercuri: 08–14; joi: 08–14; vineri: 08–13; sâmbătă: Închis; duminică: Închis; luni: 08–14; marți: 08–14,,,,,,,
LDI1-RO-DE-78N7-6J9N-26,Best Dent Stomatologie Constanta,Clinică de stomatologie,"Bloc P1, Aleea Murelor 4, Constanta",900427,Constanta,Constanța,44.1991797,28.6170141,https://best-dent.eu/,+40733054545,contact@domain.com,https://www.google.com/maps/place/Best+Dent+Stomatologie+Constanta/data=!4m7!3m6!1s0x40baf1de7dd137bf:0x647bc9c5a1a55897!8m2!3d44.1991797!4d28.6170141!16s%2Fg%2F11hzyysx_g!19sChIJvzfRfd7xukARl1ilocXJe2Q?authuser=0&hl=ro&rclk=1,open,miercuri: 09–19; joi: 09–19; vineri: 09–19; sâmbătă: Închis; duminică: Închis; luni: 09–19; marți: 09–19,,,,,,,
LDI1-RO-DE-KAQM-PFA1-10,Clinica Stomatologica - DIADENTIS,Stomatolog,"Strada Sarmisegetuza 68, Constanta",900702,Constanta,Constanța,44.176947,28.6404143,https://diadentis.ro/,+40758772798,diadentis@yahoo.com,https://www.google.com/maps/place/Clinica+Stomatologica+-+DIADENTIS/data=!4m7!3m6!1s0x40bae555124d72e9:0x257485b358ee353f!8m2!3d44.176947!4d28.6404143!16s%2Fg%2F11h2nk1tzp!19sChIJ6XJNElXlukARPzXuWLOFdCU?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,https://www.facebook.com/people/Diadentis/100044109416097,https://www.instagram.com/clinica_diadentis,,,,,
LDI1-RO-DE-5CCH-D5HG-89,Implantodent Constanta,Clinică de stomatologie,"Bulevardul Mamaia nr 1, Constanta",900697,Constanta,Constanța,44.1775402,28.6412,https://www.implantodent.ro/contact/,+40729437700,bucuresti@implantodent.ro,https://www.google.com/maps/place/Implantodent+Constanta/data=!4m7!3m6!1s0x40bae597faaccee1:0xcc69b2ceeb9e7db2!8m2!3d44.1775402!4d28.6412!16s%2Fg%2F11h7qywtdb!19sChIJ4c6s-pflukARsn2e686yacw?authuser=0&hl=ro&rclk=1,open,miercuri: 09–19; joi: 09–19; vineri: 09–19; sâmbătă: Închis; duminică: Închis; luni: 09–19; marți: 09–19,https://www.facebook.com/implantodent,https://www.instagram.com/implantodentromania,,https://www.youtube.com/@implantodentromania,,,
LDI1-RO-DE-G5R2-8Z96-26,Primodent - Clinică stomatologică,Clinică de stomatologie,"Strada Unirii 83, Constanta",900001,Constanta,Constanța,44.2131275,28.643176,https://primodent.ro/programare-stomatolog/,+40774503534,primodentclinic@gmail.com,"https://www.google.com/maps/place/Primodent+-+Clinic%C4%83+stomatologic%C4%83/@44.2131275,28.643176,17z/data=!3m1!4b1!4m6!3m5!1s0x40baf11461334c05:0x35b2dcf742fd2290!8m2!3d44.2131275!4d28.643176!16s%2Fg%2F11j8gdhktb?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,https://www.facebook.com/primodent.ro,,,,,,
LDI1-RO-DE-XF15-E157-41,Rabbit Dent,Clinică de stomatologie,"Strada Zorelelor 45-47, Constanta",900001,Constanta,Constanța,44.2053117,28.6468783,,+40735333331,,https://www.google.com/maps/place/Rabbit+Dent/data=!4m7!3m6!1s0x40bafaa23f17a099:0xbbe1fa5a14acd943!8m2!3d44.2053117!4d28.6468783!16s%2Fg%2F11g8v2c6bt!19sChIJmaAXP6L6ukARQ9msFFr64bs?authuser=0&hl=ro&rclk=1,open,miercuri: 08:30–19:30; joi: 08:30–19:30; vineri: 08:30–19:30; sâmbătă: 09–14; duminică: Închis; luni: 08:30–19:30; marți: 08:30–19:30,,,,,,,
